job_id,company_name,industry,job_title,skills_required,experience_level,employment_type,location,salary_range_usd,posted_date,company_size,tools_preferred,job_title_standardized,job_category,skills_list,tools_list,num_skills_required,num_tools_preferred,salary_min,salary_max,salary_avg,salary_category,city,country_code,country,region,industry_standardized,industry_category,experience_level_standardized,employment_type_standardized,company_size_standardized,posted_date_parsed,posted_year,posted_month,posted_quarter,posted_month_name,skill_TensorFlow,skill_Excel,skill_Pandas,skill_FastAPI,skill_NumPy,skill_Reinforcement Learning,skill_Azure,skill_SQL,skill_Hugging Face,skill_Keras,skill_GCP,skill_AWS,skill_Power BI,skill_Python,skill_PyTorch,skill_LangChain,skill_Scikit-learn,skill_Flask,skill_CUDA,skill_R,skill_C++,skill_MLflow,tool_MLflow,tool_LangChain,tool_FastAPI,tool_KDB+,tool_BigQuery,tool_TensorFlow,tool_PyTorch,tool_Scikit-learn,job_category_encoded,experience_level_encoded,employment_type_encoded,industry_encoded,company_size_encoded,region_encoded,salary_category_encoded,salary_range,salary_range_pct,posting_age,total_tech_count
485,Bauer Group,E-commerce,AI Product Manager,"TensorFlow, Power BI, Reinforcement Learning, NumPy, CUDA, Excel",Mid,Remote,"South Jaredview, PW",116697-174967,2024/2/2,Startup,"LangChain, Scikit-learn, FastAPI",Ai Product Manager,AI Product Manager,"['TensorFlow', 'Power BI', 'Reinforcement Learning', 'NumPy', 'CUDA', 'Excel']","['LangChain', 'Scikit-learn', 'FastAPI']",6,3,116697,174967,145832.0,High (100K-150K),South Jaredview,PW,Palau,Oceania,E-Commerce,Retail & E-commerce,Mid,Remote,Startup,2024-02-02,2024,2,1,February,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,3,1,2,7,0,58270,0.3995693674913599,1,9
486,Petty PLC,Retail,Computer Vision Engineer,"Python, Azure, R, TensorFlow, GCP",Entry,Remote,"Castrobury, ES",46832-131794,2024/7/18,Startup,"MLflow, BigQuery, Scikit-learn",Computer Vision Engineer,Computer Vision Engineer,"['Python', 'Azure', 'R', 'TensorFlow', 'GCP']","['MLflow', 'BigQuery', 'Scikit-learn']",5,3,46832,131794,89313.0,Mid (70K-100K),Castrobury,ES,Spain,Europe,Retail,Retail & E-commerce,Entry,Remote,Startup,2024-07-18,2024,7,3,July,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,2,0,3,5,2,4,2,84962,0.9512836877050374,1,8
487,Stuart and Sons,Healthcare,Data Scientist,"Hugging Face, C++, PyTorch, Reinforcement Learning, TensorFlow",Mid,Internship,"Lake Randychester, TR",135983-151535,2025/3/4,Large,"PyTorch, BigQuery",Data Scientist,Data Scientist,"['Hugging Face', 'C++', 'PyTorch', 'Reinforcement Learning', 'TensorFlow']","['PyTorch', 'BigQuery']",5,2,135983,151535,143759.0,High (100K-150K),Lake Randychester,TR,Turkey,Europe,Healthcare,Healthcare,Mid,Internship,Large,2025-03-04,2025,3,1,March,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,4,1,2,4,0,4,0,15552,0.10818105301233315,0,7
488,"Barker, Monroe and Ortega",Education,AI Product Manager,"Reinforcement Learning, GCP, NumPy",Senior,Full-time,"Robertsonfort, MU",86380-119826,2023/11/27,Startup,"Scikit-learn, TensorFlow, BigQuery",Ai Product Manager,AI Product Manager,"['Reinforcement Learning', 'GCP', 'NumPy']","['Scikit-learn', 'TensorFlow', 'BigQuery']",3,3,86380,119826,103103.0,High (100K-150K),Robertsonfort,MU,Unknown,Other,Education,Education,Senior,Full-Time,Startup,2023-11-27,2023,11,4,November,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,1,2,2,8,0,33446,0.32439405254939235,2,6
489,Chambers-Santiago,Finance,AI Product Manager,"Reinforcement Learning, NumPy, Scikit-learn",Entry,Contract,"Halefurt, JO",97354-192951,2023/10/17,Startup,"LangChain, BigQuery",Ai Product Manager,AI Product Manager,"['Reinforcement Learning', 'NumPy', 'Scikit-learn']","['LangChain', 'BigQuery']",3,2,97354,192951,145152.5,High (100K-150K),Halefurt,JO,Unknown,Other,Finance,Finance & Banking,Entry,Contract,Startup,2023-10-17,2023,10,4,October,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,2,8,0,95597,0.6585969928178984,2,5
490,Nolan-Brown,E-commerce,Quant Researcher,"PyTorch, Hugging Face, GCP, Flask",Mid,Full-time,"Karenville, GA",130041-148947,2024/6/16,Large,Scikit-learn,Quant Researcher,Quant Researcher,"['PyTorch', 'Hugging Face', 'GCP', 'Flask']",['Scikit-learn'],4,1,130041,148947,139494.0,High (100K-150K),Karenville,GA,Unknown,Other,E-Commerce,Retail & E-commerce,Mid,Full-Time,Large,2024-06-16,2024,6,2,June,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7,1,1,1,0,8,0,18906,0.13553271108434772,1,5
491,"Cox, Fitzgerald and Wong",Finance,Data Scientist,"R, FastAPI, AWS",Mid,Internship,"Davidtown, ID",98664-190980,2023/9/29,Large,"PyTorch, LangChain",Data Scientist,Data Scientist,"['R', 'FastAPI', 'AWS']","['PyTorch', 'LangChain']",3,2,98664,190980,144822.0,High (100K-150K),Davidtown,ID,Indonesia,Asia,Finance,Finance & Banking,Mid,Internship,Large,2023-09-29,2023,9,3,September,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,4,1,2,3,0,1,0,92316,0.6374445871483614,2,5
492,Zhang-Williams,Automotive,Data Analyst,"MLflow, CUDA, C++",Entry,Contract,"East Henryfort, CA",112236-163663,2024/11/9,Large,"LangChain, TensorFlow",Data Analyst,Data Analyst,"['MLflow', 'CUDA', 'C++']","['LangChain', 'TensorFlow']",3,2,112236,163663,137949.5,High (100K-150K),East Henryfort,CA,Canada,North America,Automotive,Automotive & Transportation,Entry,Contract,Large,2024-11-09,2024,11,4,November,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,3,0,0,0,0,6,0,51427,0.37279584195665805,1,5
493,Henry-Grimes,Education,Data Scientist,"CUDA, AWS, NumPy, Azure, Power BI",Entry,Remote,"Port Biancachester, DE",89452-161968,2023/10/16,Large,"TensorFlow, Scikit-learn, FastAPI",Data Scientist,Data Scientist,"['CUDA', 'AWS', 'NumPy', 'Azure', 'Power BI']","['TensorFlow', 'Scikit-learn', 'FastAPI']",5,3,89452,161968,125710.0,High (100K-150K),Port Biancachester,DE,Germany,Europe,Education,Education,Entry,Remote,Large,2023-10-16,2023,10,4,October,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,4,0,3,2,0,4,0,72516,0.5768514835733036,2,8
494,"Garcia, Lowery and Alexander",Finance,AI Researcher,"Keras, NumPy, Python, AWS, Flask, Azure",Mid,Remote,"East Kennethfurt, MT",41836-115821,2024/1/4,Large,"Scikit-learn, LangChain",Ai Researcher,AI Researcher,"['Keras', 'NumPy', 'Python', 'AWS', 'Flask', 'Azure']","['Scikit-learn', 'LangChain']",6,2,41836,115821,78828.5,Mid (70K-100K),East Kennethfurt,MT,Unknown,Other,Finance,Finance & Banking,Mid,Remote,Large,2024-01-04,2024,1,1,January,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,3,3,0,8,2,73985,0.9385564865499153,1,8
495,Turner PLC,Healthcare,Quant Researcher,"Azure, Flask, MLflow, GCP",Senior,Full-time,"East Sandrabury, TL",80778-94197,2025/3/8,Large,"PyTorch, KDB+",Quant Researcher,Quant Researcher,"['Azure', 'Flask', 'MLflow', 'GCP']","['PyTorch', 'KDB+']",4,2,80778,94197,87487.5,Mid (70K-100K),East Sandrabury,TL,Timor-Leste,Asia,Healthcare,Healthcare,Senior,Full-Time,Large,2025-03-08,2025,3,1,March,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,7,2,1,4,0,1,2,13419,0.15338191170167167,0,6
496,Davis LLC,Tech,AI Product Manager,"FastAPI, CUDA, R",Entry,Remote,"Sarahburgh, VA",68580-87181,2025/7/21,Mid,KDB+,Ai Product Manager,AI Product Manager,"['FastAPI', 'CUDA', 'R']",['KDB+'],3,1,68580,87181,77880.5,Mid (70K-100K),Sarahburgh,VA,Unknown,Other,Tech,Technology,Entry,Remote,Mid,2025-07-21,2025,7,3,July,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3,6,1,8,2,18601,0.23884027452314766,0,4
497,Foster-Stephens,Education,Data Scientist,"AWS, CUDA, MLflow, Python",Senior,Internship,"Robinsonport, IQ",41323-86336,2025/8/10,Mid,"KDB+, PyTorch, FastAPI",Data Scientist,Data Scientist,"['AWS', 'CUDA', 'MLflow', 'Python']","['KDB+', 'PyTorch', 'FastAPI']",4,3,41323,86336,63829.5,Low (<70K),Robinsonport,IQ,Iraq,Asia,Education,Education,Senior,Internship,Mid,2025-08-10,2025,8,3,August,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,4,2,2,2,1,1,1,45013,0.705206840097447,0,7
498,"Ho, Scott and Martinez",Education,AI Product Manager,"Flask, SQL, PyTorch, Azure, AWS",Senior,Full-time,"Lyonsland, MK",127995-170331,2025/4/24,Startup,LangChain,Ai Product Manager,AI Product Manager,"['Flask', 'SQL', 'PyTorch', 'Azure', 'AWS']",['LangChain'],5,1,127995,170331,149163.0,High (100K-150K),Lyonsland,MK,North Macedonia,Europe,Education,Education,Senior,Full-Time,Startup,2025-04-24,2025,4,2,April,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,2,2,4,0,42336,0.2838237364493876,0,6
499,Green PLC,Retail,Computer Vision Engineer,"C++, SQL, Python, MLflow, Power BI, FastAPI",Mid,Remote,"Gutierrezport, NO",91343-143899,2025/3/27,Large,LangChain,Computer Vision Engineer,Computer Vision Engineer,"['C++', 'SQL', 'Python', 'MLflow', 'Power BI', 'FastAPI']",['LangChain'],6,1,91343,143899,117621.0,High (100K-150K),Gutierrezport,NO,Norway,Europe,Retail,Retail & E-commerce,Mid,Remote,Large,2025-03-27,2025,3,1,March,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2,1,3,5,0,4,0,52556,0.4468249717312385,0,7
500,Hudson Group,E-commerce,Computer Vision Engineer,"CUDA, SQL, Keras, C++",Mid,Remote,"New Shawnberg, SE",58872-121321,2024/5/16,Mid,"FastAPI, Scikit-learn, TensorFlow",Computer Vision Engineer,Computer Vision Engineer,"['CUDA', 'SQL', 'Keras', 'C++']","['FastAPI', 'Scikit-learn', 'TensorFlow']",4,3,58872,121321,90096.5,Mid (70K-100K),New Shawnberg,SE,Sweden,Europe,E-Commerce,Retail & E-commerce,Mid,Remote,Mid,2024-05-16,2024,5,2,May,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,2,1,3,1,1,4,2,62449,0.6931345834743858,1,7
501,"Pham, Mathews and Gray",Automotive,AI Product Manager,"MLflow, TensorFlow, NumPy, Pandas",Mid,Remote,"South Crystalshire, FR",59652-117331,2023/10/30,Large,TensorFlow,Ai Product Manager,AI Product Manager,"['MLflow', 'TensorFlow', 'NumPy', 'Pandas']",['TensorFlow'],4,1,59652,117331,88491.5,Mid (70K-100K),South Crystalshire,FR,France,Europe,Automotive,Automotive & Transportation,Mid,Remote,Large,2023-10-30,2023,10,4,October,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,3,0,0,4,2,57679,0.6518027155150494,2,5
502,"Saunders, Howell and Martinez",Healthcare,Computer Vision Engineer,"TensorFlow, NumPy, Pandas, PyTorch, Azure",Senior,Full-time,"West Wandaside, KE",64588-93067,2024/8/14,Mid,"KDB+, FastAPI, Scikit-learn",Computer Vision Engineer,Computer Vision Engineer,"['TensorFlow', 'NumPy', 'Pandas', 'PyTorch', 'Azure']","['KDB+', 'FastAPI', 'Scikit-learn']",5,3,64588,93067,78827.5,Mid (70K-100K),West Wandaside,KE,Kenya,Africa,Healthcare,Healthcare,Senior,Full-Time,Mid,2024-08-14,2024,8,3,August,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,2,1,4,1,0,2,28479,0.3612825473343694,1,8
503,King LLC,Automotive,Computer Vision Engineer,"FastAPI, Keras, CUDA, PyTorch, LangChain",Senior,Internship,"Ruizton, CI",62963-73964,2024/11/28,Startup,"BigQuery, MLflow",Computer Vision Engineer,Computer Vision Engineer,"['FastAPI', 'Keras', 'CUDA', 'PyTorch', 'LangChain']","['BigQuery', 'MLflow']",5,2,62963,73964,68463.5,Low (<70K),Ruizton,CI,Côte d'Ivoire,Africa,Automotive,Automotive & Transportation,Senior,Internship,Startup,2024-11-28,2024,11,4,November,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,2,2,0,2,0,1,11001,0.16068416017293888,1,7
504,Anthony Group,Tech,NLP Engineer,"PyTorch, Azure, Reinforcement Learning, TensorFlow, Pandas, FastAPI",Mid,Contract,"Lisaborough, MG",147083-198629,2025/4/17,Large,PyTorch,Nlp Engineer,NLP Engineer,"['PyTorch', 'Azure', 'Reinforcement Learning', 'TensorFlow', 'Pandas', 'FastAPI']",['PyTorch'],6,1,147083,198629,172856.0,Very High (>150K),Lisaborough,MG,Madagascar,Africa,Tech,Technology,Mid,Contract,Large,2025-04-17,2025,4,2,April,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,6,0,0,3,51546,0.2982019715832832,0,7
505,"Kim, Peterson and Schaefer",Automotive,AI Researcher,"GCP, MLflow, PyTorch",Entry,Contract,"Ericksonport, NZ",124727-213590,2025/7/2,Large,"PyTorch, MLflow, LangChain",Ai Researcher,AI Researcher,"['GCP', 'MLflow', 'PyTorch']","['PyTorch', 'MLflow', 'LangChain']",3,3,124727,213590,169158.5,Very High (>150K),Ericksonport,NZ,New Zealand,Oceania,Automotive,Automotive & Transportation,Entry,Contract,Large,2025-07-02,2025,7,3,July,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,7,3,88863,0.5253238826307871,0,6
506,Parrish-Small,Retail,NLP Engineer,"Python, Flask, LangChain, AWS, Keras",Senior,Contract,"Perryland, MA",103756-181213,2025/8/5,Startup,"FastAPI, Scikit-learn, PyTorch",Nlp Engineer,NLP Engineer,"['Python', 'Flask', 'LangChain', 'AWS', 'Keras']","['FastAPI', 'Scikit-learn', 'PyTorch']",5,3,103756,181213,142484.5,High (100K-150K),Perryland,MA,Morocco,Africa,Retail,Retail & E-commerce,Senior,Contract,Startup,2025-08-05,2025,8,3,August,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,6,2,0,5,2,0,0,77457,0.5436170250097379,0,8
507,"Shaw, Myers and Smith",Finance,Data Scientist,"Azure, TensorFlow, C++",Mid,Full-time,"Brookeport, TV",97542-184959,2024/5/21,Startup,TensorFlow,Data Scientist,Data Scientist,"['Azure', 'TensorFlow', 'C++']",['TensorFlow'],3,1,97542,184959,141250.5,High (100K-150K),Brookeport,TV,Unknown,Other,Finance,Finance & Banking,Mid,Full-Time,Startup,2024-05-21,2024,5,2,May,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,1,1,3,2,8,0,87417,0.6188792252062825,1,4
508,Smith-Huynh,Automotive,ML Engineer,"Scikit-learn, Hugging Face, TensorFlow",Entry,Contract,"South Dawnfort, AE",80381-97901,2024/9/21,Startup,"TensorFlow, BigQuery",Ml Engineer,ML Engineer,"['Scikit-learn', 'Hugging Face', 'TensorFlow']","['TensorFlow', 'BigQuery']",3,2,80381,97901,89141.0,Mid (70K-100K),South Dawnfort,AE,Unknown,Other,Automotive,Automotive & Transportation,Entry,Contract,Startup,2024-09-21,2024,9,3,September,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0,0,0,2,8,2,17520,0.1965425561750485,1,5
509,Cardenas-Williams,Education,Data Scientist,"Python, Azure, Reinforcement Learning, LangChain, AWS, Hugging Face",Senior,Remote,"West Michael, PW",147604-186982,2024/12/20,Startup,"LangChain, TensorFlow, KDB+",Data Scientist,Data Scientist,"['Python', 'Azure', 'Reinforcement Learning', 'LangChain', 'AWS', 'Hugging Face']","['LangChain', 'TensorFlow', 'KDB+']",6,3,147604,186982,167293.0,Very High (>150K),West Michael,PW,Palau,Oceania,Education,Education,Senior,Remote,Startup,2024-12-20,2024,12,4,December,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,4,2,3,2,2,7,3,39378,0.23538342907354162,1,9
510,Davis Inc,Healthcare,Data Analyst,"MLflow, Python, TensorFlow, LangChain",Entry,Full-time,"Taylorland, PL",56981-90644,2024/12/27,Mid,"TensorFlow, PyTorch, KDB+",Data Analyst,Data Analyst,"['MLflow', 'Python', 'TensorFlow', 'LangChain']","['TensorFlow', 'PyTorch', 'KDB+']",4,3,56981,90644,73812.5,Mid (70K-100K),Taylorland,PL,Poland,Europe,Healthcare,Healthcare,Entry,Full-Time,Mid,2024-12-27,2024,12,4,December,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,3,0,1,4,1,4,2,33663,0.4560609652836579,1,7
511,Davis-Hudson,Retail,Data Analyst,"GCP, Scikit-learn, Flask, AWS, Excel, Power BI",Entry,Remote,"South Thomasview, BR",116148-184483,2025/8/13,Startup,PyTorch,Data Analyst,Data Analyst,"['GCP', 'Scikit-learn', 'Flask', 'AWS', 'Excel', 'Power BI']",['PyTorch'],6,1,116148,184483,150315.5,Very High (>150K),South Thomasview,BR,Brazil,South America,Retail,Retail & E-commerce,Entry,Remote,Startup,2025-08-13,2025,8,3,August,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,3,5,2,9,3,68335,0.4546104693128786,0,7
512,"Mcdonald, Carey and Cruz",Healthcare,AI Researcher,"TensorFlow, R, FastAPI, Pandas, Power BI",Mid,Contract,"Kingburgh, ER",49163-80743,2023/9/23,Large,"MLflow, Scikit-learn",Ai Researcher,AI Researcher,"['TensorFlow', 'R', 'FastAPI', 'Pandas', 'Power BI']","['MLflow', 'Scikit-learn']",5,2,49163,80743,64953.0,Low (<70K),Kingburgh,ER,Unknown,Other,Healthcare,Healthcare,Mid,Contract,Large,2023-09-23,2023,9,3,September,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,4,0,8,1,31580,0.4861977121918926,2,7
513,Williams LLC,Healthcare,AI Product Manager,"Python, Hugging Face, Scikit-learn, GCP",Entry,Contract,"Jeremytown, GQ",51721-118914,2025/1/4,Large,"MLflow, KDB+",Ai Product Manager,AI Product Manager,"['Python', 'Hugging Face', 'Scikit-learn', 'GCP']","['MLflow', 'KDB+']",4,2,51721,118914,85317.5,Mid (70K-100K),Jeremytown,GQ,Equatorial Guinea,Africa,Healthcare,Healthcare,Entry,Contract,Large,2025-01-04,2025,1,1,January,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,0,0,2,67193,0.7875640988073959,0,6
514,Cooper PLC,Education,Quant Researcher,"Azure, Pandas, TensorFlow, AWS",Mid,Remote,"Michaelbury, FM",143486-177073,2024/6/27,Large,"BigQuery, Scikit-learn, PyTorch",Quant Researcher,Quant Researcher,"['Azure', 'Pandas', 'TensorFlow', 'AWS']","['BigQuery', 'Scikit-learn', 'PyTorch']",4,3,143486,177073,160279.5,Very High (>150K),Michaelbury,FM,Micronesia,Oceania,Education,Education,Mid,Remote,Large,2024-06-27,2024,6,2,June,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,7,1,3,2,0,7,3,33587,0.20955268764876356,1,7
515,"Graham, Ramirez and Haas",Automotive,Data Analyst,"R, Reinforcement Learning, Scikit-learn, PyTorch, GCP",Entry,Remote,"East Tammy, SY",141494-226122,2024/10/8,Mid,"BigQuery, TensorFlow, FastAPI",Data Analyst,Data Analyst,"['R', 'Reinforcement Learning', 'Scikit-learn', 'PyTorch', 'GCP']","['BigQuery', 'TensorFlow', 'FastAPI']",5,3,141494,226122,183808.0,Very High (>150K),East Tammy,SY,Unknown,Other,Automotive,Automotive & Transportation,Entry,Remote,Mid,2024-10-08,2024,10,4,October,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,3,0,3,0,1,8,3,84628,0.46041521587743733,1,8
516,"Lowe, Schmidt and Harris",Tech,NLP Engineer,"Excel, Hugging Face, AWS, TensorFlow, R, Power BI",Entry,Contract,"Dannyborough, MA",40667-138793,2025/7/22,Mid,TensorFlow,Nlp Engineer,NLP Engineer,"['Excel', 'Hugging Face', 'AWS', 'TensorFlow', 'R', 'Power BI']",['TensorFlow'],6,1,40667,138793,89730.0,Mid (70K-100K),Dannyborough,MA,Morocco,Africa,Tech,Technology,Entry,Contract,Mid,2025-07-22,2025,7,3,July,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6,0,0,6,1,0,2,98126,1.0935695976819346,0,7
517,"Kemp, Young and Stewart",E-commerce,Computer Vision Engineer,"Python, Pandas, Excel, TensorFlow, Azure",Entry,Remote,"Tracyborough, CZ",45587-114965,2024/5/8,Startup,"TensorFlow, PyTorch",Computer Vision Engineer,Computer Vision Engineer,"['Python', 'Pandas', 'Excel', 'TensorFlow', 'Azure']","['TensorFlow', 'PyTorch']",5,2,45587,114965,80276.0,Mid (70K-100K),Tracyborough,CZ,Czech Republic,Europe,E-Commerce,Retail & E-commerce,Entry,Remote,Startup,2024-05-08,2024,5,2,May,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,3,1,2,4,2,69378,0.8642433604065972,1,7
518,"Hodges, Allen and Washington",Automotive,Data Analyst,"PyTorch, Pandas, Reinforcement Learning",Mid,Contract,"Davidside, JO",50145-64920,2024/5/3,Mid,KDB+,Data Analyst,Data Analyst,"['PyTorch', 'Pandas', 'Reinforcement Learning']",['KDB+'],3,1,50145,64920,57532.5,Low (<70K),Davidside,JO,Unknown,Other,Automotive,Automotive & Transportation,Mid,Contract,Mid,2024-05-03,2024,5,2,May,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,1,8,1,14775,0.2568113674879416,1,4
519,Blair PLC,E-commerce,Data Analyst,"NumPy, Keras, PyTorch, TensorFlow, Flask, Excel",Senior,Contract,"Hernandezshire, LU",125963-141117,2024/11/6,Large,"FastAPI, PyTorch, BigQuery",Data Analyst,Data Analyst,"['NumPy', 'Keras', 'PyTorch', 'TensorFlow', 'Flask', 'Excel']","['FastAPI', 'PyTorch', 'BigQuery']",6,3,125963,141117,133540.0,High (100K-150K),Hernandezshire,LU,Luxembourg,Europe,E-Commerce,Retail & E-commerce,Senior,Contract,Large,2024-11-06,2024,11,4,November,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,3,2,0,1,0,4,0,15154,0.11347910738355549,1,9
520,"Cruz, Patrick and King",E-commerce,AI Researcher,"R, TensorFlow, AWS",Mid,Remote,"Walshstad, KG",117682-149820,2025/4/26,Startup,"PyTorch, KDB+",Ai Researcher,AI Researcher,"['R', 'TensorFlow', 'AWS']","['PyTorch', 'KDB+']",3,2,117682,149820,133751.0,High (100K-150K),Walshstad,KG,Kyrgyzstan,Asia,E-Commerce,Retail & E-commerce,Mid,Remote,Startup,2025-04-26,2025,4,2,April,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,3,1,2,1,0,32138,0.24028231564623817,0,5
521,"Rivers, Jones and Cameron",E-commerce,ML Engineer,"SQL, NumPy, Scikit-learn",Entry,Full-time,"Nelsonchester, NE",108359-163658,2024/11/2,Large,"TensorFlow, LangChain",Ml Engineer,ML Engineer,"['SQL', 'NumPy', 'Scikit-learn']","['TensorFlow', 'LangChain']",3,2,108359,163658,136008.5,High (100K-150K),Nelsonchester,NE,Niger,Africa,E-Commerce,Retail & E-commerce,Entry,Full-Time,Large,2024-11-02,2024,11,4,November,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,5,0,1,1,0,0,0,55299,0.4065848825624869,1,5
522,Lindsey-Chan,Finance,AI Product Manager,"MLflow, Flask, Keras, Scikit-learn, LangChain",Entry,Contract,"Albertport, RW",46169-74675,2024/7/18,Mid,TensorFlow,Ai Product Manager,AI Product Manager,"['MLflow', 'Flask', 'Keras', 'Scikit-learn', 'LangChain']",['TensorFlow'],5,1,46169,74675,60422.0,Low (<70K),Albertport,RW,Unknown,Other,Finance,Finance & Banking,Entry,Contract,Mid,2024-07-18,2024,7,3,July,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,1,8,1,28506,0.4717818013306412,1,6
523,Hess Inc,Healthcare,Data Analyst,"FastAPI, Excel, PyTorch, Flask, Reinforcement Learning",Mid,Remote,"East Kathrynchester, FJ",109531-131253,2024/8/26,Mid,"BigQuery, PyTorch, FastAPI",Data Analyst,Data Analyst,"['FastAPI', 'Excel', 'PyTorch', 'Flask', 'Reinforcement Learning']","['BigQuery', 'PyTorch', 'FastAPI']",5,3,109531,131253,120392.0,High (100K-150K),East Kathrynchester,FJ,Fiji,Oceania,Healthcare,Healthcare,Mid,Remote,Mid,2024-08-26,2024,8,3,August,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,3,1,3,4,1,7,0,21722,0.18042727091501096,1,8
